Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
			
Spend over £25,000			
Details of our monthly spend over £25,000			
January 2020			
Supplier Name	Category Family	Invoice GL Date	Spend
8point8 Vanguard Ltd	Security Solutions	2020-01-04 00:00:00	140041.32
8point8 Vanguard Ltd	Security Solutions	2020-01-04 00:00:00	123750
A D Modular Ltd	Plant and Tools	2020-01-04 00:00:00	48200
AECOM Infrastructure & Environment UK Ltd	General Civils	2020-01-04 00:00:00	29370.02
AECOM Infrastructure & Environment UK Ltd	General Civils	2020-01-04 00:00:00	26832.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	33919.72
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	25665.99
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	53726.94
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	33254.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	36014.2
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	76420.1
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	135235.8
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	32421.42
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	88291.64
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-01-04 00:00:00	41669.32
AECOM Infrastructure & Environment UK Ltd	Track	2020-01-23 00:00:00	109683.16
AECOM Ltd	General Civils	2020-01-04 00:00:00	31720.53
AECOM Ltd	General Civils	2020-01-04 00:00:00	350970.22
AECOM Ltd	General Civils	2020-01-04 00:00:00	129798.32
AECOM Ltd	Professional Services Direct	2020-01-04 00:00:00	32303.95
AECOM Ltd	Professional Services Direct	2020-01-04 00:00:00	44534.8
AECOM Ltd	Professional Services Direct	2020-01-04 00:00:00	349222.28
AECOM Ltd	Professional Services Direct	2020-01-04 00:00:00	376420.38
AECOM Ltd	Professional Services Direct	2020-01-28 00:00:00	32595.11
AECOM Ltd	Professional Services Direct	2020-01-28 00:00:00	35940.85
AECOM Ltd	Track	2020-01-25 00:00:00	34232.97
AECOM Ltd	Track	2020-01-25 00:00:00	33524.97
AECOM Ltd	Track	2020-01-25 00:00:00	37661.17
AECOM Ltd	Track	2020-01-27 00:00:00	159046.76
AECOM Ltd	Track	2020-01-27 00:00:00	54217.91
AECOM Ltd	Track	2020-01-27 00:00:00	147199.43
AECOM Ltd	Track	2020-01-27 00:00:00	48215
AECOM Ltd	Track	2020-01-28 00:00:00	78417.9
AECOM Ltd	Track	2020-01-28 00:00:00	163944.84
AM1 Projects Ltd	Electrification and Fixed Plant	2020-01-04 00:00:00	46098.13
AM1 Projects Ltd	Electrification and Fixed Plant	2020-01-04 00:00:00	27293.2
AM1 Projects Ltd	Electrification and Fixed Plant	2020-01-04 00:00:00	335385.95
AM1 Projects Ltd	Electrification and Fixed Plant	2020-01-04 00:00:00	34726.29
