Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
			
Spend over £25,000			
Details of our monthly spend over £25,000			
November 2019			
Supplier Name	Category Family	Invoice GL Date	Spend
1Spatial Group Ltd	Information Technology	2019-11-09 00:00:00	213481.4
1st Inrail Ltd	General Civils	2019-11-09 00:00:00	29801.09
1st Inrail Ltd	Track	2019-11-09 00:00:00	48098.8
1st Inrail Ltd	Track	2019-11-09 00:00:00	41674.43
1st Inrail Ltd	Track	2019-11-09 00:00:00	104423.78
1st Inrail Ltd	Track	2019-11-09 00:00:00	173905.8
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-11-09 00:00:00	44985.5
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-11-09 00:00:00	33587.76
A R Cook & Son (Plant Hire) Ltd	Buildings	2019-11-09 00:00:00	29559.62
ABB Ltd	Electrification and Fixed Plant	2019-11-27 00:00:00	279767.45
ABB Ltd	Electrification and Fixed Plant	2019-11-28 00:00:00	327138.67
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	53438.4
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	33254.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	41378.68
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	42901.46
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	33421.73
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	69269.62
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	40476.86
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	35625.6
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-11-09 00:00:00	33254.83
AECOM Ltd	General Civils	2019-11-09 00:00:00	55515.5
AECOM Ltd	General Civils	2019-11-09 00:00:00	38207.28
AECOM Ltd	General Civils	2019-11-09 00:00:00	307736.59
AECOM Ltd	General Civils	2019-11-09 00:00:00	307736.59
AECOM Ltd	Professional Services Direct	2019-11-09 00:00:00	25029.8
AECOM Ltd	Professional Services Direct	2019-11-09 00:00:00	367316.34
AECOM Ltd	Professional Services Direct	2019-11-09 00:00:00	25525.54
AECOM Ltd	Professional Services Direct	2019-11-09 00:00:00	45107.46
AECOM Ltd	Professional Services Direct	2019-11-29 00:00:00	37303.63
AECOM Ltd	Professional Services Direct	2019-11-29 00:00:00	64496.01
AECOM Ltd	Professional Services Direct	2019-11-29 00:00:00	50396.39
AECOM Ltd	Track	2019-11-06 00:00:00	184790.32
AECOM Ltd	Track	2019-11-06 00:00:00	121837.83
AECOM Ltd	Track	2019-11-06 00:00:00	29958.24
AECOM Ltd	Track	2019-11-07 00:00:00	263746.07
AECOM Ltd	Track	2019-11-07 00:00:00	36098.32
AECOM Ltd	Track	2019-11-07 00:00:00	53091.19
AECOM Ltd	Track	2019-11-07 00:00:00	54117.51
AECOM Ltd	Track	2019-11-28 00:00:00	59712.27
AECOM Ltd	Track	2019-11-28 00:00:00	33075.15
