Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
December 2017			
Supplier Name	Category Family	Invoice GL Date	Spend
ABB Ltd	Electrification and Fixed Plant	2017-12-22 00:00:00	366043.04
ABB Ltd	Plant and Tools	2017-12-20 00:00:00	36949.2171216
ABC Electrification Ltd	Electrification and Fixed Plant	2017-12-20 00:00:00	2484751.55
ABC Electrification Ltd	Electrification and Fixed Plant	2017-12-15 00:00:00	2470797.59
ABC Electrification Ltd	Electrification and Fixed Plant	2017-12-18 00:00:00	1587562.62
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-05 00:00:00	38994.23
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-18 00:00:00	253790.64
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-22 00:00:00	98852.9
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-22 00:00:00	72358.9
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-06 00:00:00	50485.17
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2017-12-07 00:00:00	28568.7
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-18 00:00:00	46154
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-18 00:00:00	42616
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-18 00:00:00	93890
AECOM Infrastructure & Environment UK Ltd	General Civils	2017-12-05 00:00:00	478314.13
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-19 00:00:00	35202.88
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-19 00:00:00	36539
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-07 00:00:00	308379.69
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-18 00:00:00	68567.76
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-18 00:00:00	161272
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-06 00:00:00	357565.66
AECOM Infrastructure & Environment UK Ltd	Track	2017-12-18 00:00:00	90081.48
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-05 00:00:00	57553.27
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-12-18 00:00:00	100549.75
AECOM Ltd	General Civils	2017-12-14 00:00:00	71463.18
AECOM Ltd	Professional Services Direct	2017-12-18 00:00:00	424724.58
AECOM Ltd	General Civils	2017-12-08 00:00:00	203322.66
AECOM Ltd	General Civils	2017-12-28 00:00:00	68475.13
AECOM Ltd	General Civils	2017-12-28 00:00:00	51977.83
AECOM Ltd	Professional Services Direct	2017-12-05 00:00:00	30579.38
AECOM Ltd	Professional Services Direct	2017-12-19 00:00:00	255157.35
AECOM Ltd	General Civils	2017-12-18 00:00:00	25364.15
AECOM Ltd	General Civils	2017-12-10 00:00:00	58842.4
AECOM Ltd	General Civils	2017-12-19 00:00:00	50128.58
AECOM Ltd	General Civils	2017-12-19 00:00:00	75457.24
AECOM Ltd	General Civils	2017-12-19 00:00:00	351157.88
AECOM Ltd	Professional Services Direct	2017-12-12 00:00:00	27274.66
