Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
November 2017			
Supplier Name	Category Family	Invoice GL Date	Spend
1st Inrail Ltd	General Civils	2017-11-21 00:00:00	36754.35
2CL Communications Ltd	Telecoms	2017-11-02 00:00:00	41850.18
A R Cook & Son (Plant Hire) Ltd	Buildings	2017-11-09 00:00:00	29400
ABB Ltd	Electrification and Fixed Plant	2017-11-09 00:00:00	534470.73
ABB Ltd	Electrification and Fixed Plant	2017-11-29 00:00:00	1028916.85
ABC Electrification Ltd	Electrification and Fixed Plant	2017-11-28 00:00:00	2480488.71
ABC Electrification Ltd	Electrification and Fixed Plant	2017-11-23 00:00:00	3099686.15
ABC Electrification Ltd	Electrification and Fixed Plant	2017-11-30 00:00:00	819429.27
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-28 00:00:00	30000.3
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-08 00:00:00	42451.89
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-27 00:00:00	247628.43
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-09 00:00:00	31612.37
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-27 00:00:00	31190.64
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-27 00:00:00	44483.5
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-03 00:00:00	79289.44
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-28 00:00:00	76891.37
AECOM Infrastructure & Environment UK Ltd	General Civils	2017-11-22 00:00:00	59975.41
AECOM Infrastructure & Environment UK Ltd	General Civils	2017-11-24 00:00:00	71406.25
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2017-11-13 00:00:00	46666.82
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	146205.73
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	53846
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-11-22 00:00:00	76577.46
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	42384
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	46743.01
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	38461
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-27 00:00:00	126758.16
AECOM Infrastructure & Environment UK Ltd	Track	2017-11-29 00:00:00	219110.64
AECOM Ltd	General Civils	2017-11-16 00:00:00	32511.9
AECOM Ltd	Professional Services Direct	2017-11-03 00:00:00	340872.11
AECOM Ltd	Professional Services Direct	2017-11-22 00:00:00	391310.41
AECOM Ltd	Professional Services Direct	2017-11-06 00:00:00	27166.71
AECOM Ltd	General Civils	2017-11-03 00:00:00	224313.99
AECOM Ltd	Professional Services Direct	2017-11-06 00:00:00	29309.14
AECOM Ltd	General Civils	2017-11-15 00:00:00	119018.07
AECOM Ltd	Professional Services Direct	2017-11-30 00:00:00	417473.65
AECOM Ltd	General Civils	2017-11-12 00:00:00	26081.84
