Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
August 2017			
Supplier Name	Category Family	Invoice GL Date	Spend
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2017-08-31 00:00:00	34895.5
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2017-08-31 00:00:00	49419
ABB Ltd	Electrification and Fixed Plant	2017-08-04 00:00:00	301606.65
ABB Ltd	Electrification and Fixed Plant	2017-08-03 00:00:00	414111.5
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-09 00:00:00	83466.03
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-09 00:00:00	39182.57
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-09 00:00:00	198631.04
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-09 00:00:00	228075.8
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-16 00:00:00	83249.96
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-24 00:00:00	30618.94
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-16 00:00:00	2193004.33
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-31 00:00:00	54984.9
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-09 00:00:00	2234974.24
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-02 00:00:00	2296885.53
ABC Electrification Ltd	Electrification and Fixed Plant	2017-08-03 00:00:00	1125927.69
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-03 00:00:00	84174.13
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-10 00:00:00	168429.93
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-30 00:00:00	148443.69
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-18 00:00:00	39896.24
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-09 00:00:00	37557.98
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-03 00:00:00	40193.77
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-04 00:00:00	75664.25
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-16 00:00:00	28471.42
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-11 00:00:00	76923
AECOM Infrastructure & Environment UK Ltd	General Civils	2017-08-22 00:00:00	42164.97
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-10 00:00:00	60864.16
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-24 00:00:00	72394.94
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-15 00:00:00	62365
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-10 00:00:00	226920
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-03 00:00:00	44216.25
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2017-08-21 00:00:00	48652
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-10 00:00:00	28484.71
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-15 00:00:00	38461
AECOM Infrastructure & Environment UK Ltd	Track	2017-08-10 00:00:00	88963.55
