Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
January 2018			
Supplier Name	Category Family	Invoice GL Date	Spend
20|20 Business Insight Ltd	Professional Services Direct	2018-01-23 00:00:00	29216
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-01-03 00:00:00	45762.94
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-01-03 00:00:00	48646.6
ABB Ltd	Plant and Tools	2018-01-30 00:00:00	187609.4804963
ABB Ltd	Electrification and Fixed Plant	2018-01-03 00:00:00	118343.5
ABC Electrification Ltd	Regulatory Charges	2018-01-25 00:00:00	432667.17
ABC Electrification Ltd	Electrification and Fixed Plant	2018-01-23 00:00:00	177037.99
ABC Electrification Ltd	Electrification and Fixed Plant	2018-01-25 00:00:00	108962.97
ABC Electrification Ltd	Electrification and Fixed Plant	2018-01-12 00:00:00	2636328.49
ABC Electrification Ltd	Electrification and Fixed Plant	2018-01-24 00:00:00	1356155.03
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-15 00:00:00	53355.19
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-26 00:00:00	369808.02
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-22 00:00:00	44637.16
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	50583.11
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-22 00:00:00	58948.58
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-16 00:00:00	65007.39
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-11 00:00:00	41955.07
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-17 00:00:00	41955.07
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	155737.37
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-01-12 00:00:00	50680.14
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-01-31 00:00:00	50002.45
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-01-17 00:00:00	42083.55
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	61538
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-23 00:00:00	177868.77
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-23 00:00:00	193612.37
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-17 00:00:00	69661.59
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-01-11 00:00:00	41549.12
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	48152
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-15 00:00:00	42086.79
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	40383
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-15 00:00:00	274100.81
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	321646.07
AECOM Infrastructure & Environment UK Ltd	Track	2018-01-16 00:00:00	272212.66
AECOM Ltd	Professional Services Direct	2018-01-25 00:00:00	164573.76
