Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
			
Spend over £25,000			
Details of our monthly spend over £25,000			
February 2020			
Supplier Name	Category Family	Invoice GL Date	Spend
1st Inrail Ltd	Track	2020-02-01 00:00:00	32096.78
1st Inrail Ltd	Track	2020-02-01 00:00:00	45312.4
1st Inrail Ltd	Track	2020-02-01 00:00:00	48560.01
1st Inrail Ltd	Track	2020-02-01 00:00:00	32777.04
1st Inrail Ltd	Track	2020-02-01 00:00:00	25349.2
1st Inrail Ltd	Track	2020-02-01 00:00:00	25106.04
1st Inrail Ltd	Track	2020-02-01 00:00:00	49947.02
1st Inrail Ltd	Track	2020-02-01 00:00:00	40032.63
1st Inrail Ltd	Track	2020-02-29 00:00:00	45312.4
1st Inrail Ltd	Track	2020-02-29 00:00:00	30730.66
1st Inrail Ltd	Track	2020-02-29 00:00:00	29858.38
A D Modular Ltd	Plant and Tools	2020-02-01 00:00:00	44000
A D Modular Ltd	Plant and Tools	2020-02-29 00:00:00	30000
A P Webb Plant Hire Ltd	On Track Plant	2020-02-24 00:00:00	27560
ABP Associates Ltd	Facilities - Hard Services	2020-02-01 00:00:00	68638.93
ABP Associates Ltd	Facilities - Hard Services	2020-02-29 00:00:00	75914.06
AECOM Infrastructure & Environment UK Ltd	General Civils	2020-02-01 00:00:00	50061.29
AECOM Infrastructure & Environment UK Ltd	General Civils	2020-02-01 00:00:00	53541.08
AECOM Infrastructure & Environment UK Ltd	General Civils	2020-02-29 00:00:00	59545.18
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2020-02-29 00:00:00	58495.22
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	88897.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	41803.23
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	29865.64
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	35149.23
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	33510.23
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	115387.81
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	38850.46
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	25704.15
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	102760.61
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	74145.41
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	56932.53
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	33254.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	27017.85
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-01 00:00:00	102760.61
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-29 00:00:00	36628.7
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2020-02-29 00:00:00	116531.84
