Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
March 2018			
Supplier Name	Category Family	Invoice GL Date	Spend
1Spatial Group Ltd	Information Technology	2018-03-06 00:00:00	34839
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-03-09 00:00:00	49510
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-03-25 00:00:00	32000
A D Modular Ltd	Plant and Tools	2018-03-14 00:00:00	49162
ABB Ltd	Electrification and Fixed Plant	2018-03-23 00:00:00	459396.01
ABC Electrification Ltd	Electrification and Fixed Plant	2018-03-20 00:00:00	1868781.54
ABC Electrification Ltd	Electrification and Fixed Plant	2018-03-06 00:00:00	668747.1
ABC Electrification Ltd	Electrification and Fixed Plant	2018-03-23 00:00:00	226887.02
ABC Electrification Ltd	Electrification and Fixed Plant	2018-03-09 00:00:00	2354539.23
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-08 00:00:00	47605.13
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-28 00:00:00	29474.13
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-19 00:00:00	57597.59
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-19 00:00:00	58400.03
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-01 00:00:00	30001.05
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-07 00:00:00	25731.57
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-27 00:00:00	146956.63
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-03-15 00:00:00	67917.43
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-20 00:00:00	30275.29
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-03-07 00:00:00	62140.71
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-25 00:00:00	70001
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-23 00:00:00	136762.41
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-22 00:00:00	97989
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-21 00:00:00	47930.42
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-26 00:00:00	449999
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-23 00:00:00	198172.47
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-26 00:00:00	207246.36
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-26 00:00:00	128802.73
AECOM Infrastructure & Environment UK Ltd	Track	2018-03-26 00:00:00	442314.37
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-05 00:00:00	60248.65
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-03-20 00:00:00	35319.66
AECOM Ltd	General Civils	2018-03-15 00:00:00	158232.61
AECOM Ltd	General Civils	2018-03-15 00:00:00	328528.55
AM1 Projects Ltd	Electrification and Fixed Plant	2018-03-28 00:00:00	56565.59
AMT Sybex	Information Technology	2018-03-21 00:00:00	960492
APCOA Parking (UK) Ltd	Facilities - Soft Services	2018-03-13 00:00:00	25223.8
