Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
November 2018			
Supplier Name	Category Family	Invoice GL Date	Spend
1Spatial Group Ltd	Information Technology	2018-11-16 00:00:00	78075
1Spatial Group Ltd	Information Technology	2018-11-28 00:00:00	116355
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-11-01 00:00:00	36670.5
ABB Ltd	Electrification and Fixed Plant	2018-11-27 00:00:00	52577
ABB Ltd	Electrification and Fixed Plant	2018-11-27 00:00:00	69046.5
ABC Electrification Ltd	Regulatory Charges	2018-11-02 00:00:00	69975.9
ABC Electrification Ltd	Electrification and Fixed Plant	2018-11-26 00:00:00	274555
ABC Electrification Ltd	Electrification and Fixed Plant	2018-11-12 00:00:00	2123578.83
ABC Electrification Ltd	Electrification and Fixed Plant	2018-11-30 00:00:00	3783277.56
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-11-12 00:00:00	208000
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-11-30 00:00:00	208000
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-11-30 00:00:00	208000
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-28 00:00:00	67412.01
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-11-21 00:00:00	78780.57
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-11-28 00:00:00	109422.17
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-11-30 00:00:00	28567.13
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-11-09 00:00:00	44041.36
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-11-07 00:00:00	57987.97
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-01 00:00:00	78400.34
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	71999
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	62631.19
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-05 00:00:00	95082
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-05 00:00:00	25000
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	25591.76
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-06 00:00:00	141758.4
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-06 00:00:00	140516.6
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-05 00:00:00	364526
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-06 00:00:00	77948
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	48477
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	433766.27
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-30 00:00:00	97300.17
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-11-23 00:00:00	38785.42
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-27 00:00:00	96460
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-01 00:00:00	46694.27
AECOM Infrastructure & Environment UK Ltd	Track	2018-11-01 00:00:00	142223
