Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
July 2019			
Supplier Name	Category Family	Invoice GL Date	Spend
1st Inrail Ltd	General Civils	2019-07-20 00:00:00	38932.75
ABB Ltd	Electrification and Fixed Plant	2019-07-10 00:00:00	371531.67
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	27863.53
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	26407.73
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	45182.01
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	81391.81
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	44284.43
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-09 00:00:00	55714.74
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-09 00:00:00	51843.98
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-09 00:00:00	38419.84
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	33143.81
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	78452.58
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-07-20 00:00:00	92691.75
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2019-07-20 00:00:00	77485.37
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-10 00:00:00	280619.48
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-10 00:00:00	114909.22
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	71549.57
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-10 00:00:00	84036.71
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-07-20 00:00:00	53094.63
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-11 00:00:00	46752.53
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-11 00:00:00	259438
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-29 00:00:00	239490.68
AECOM Infrastructure & Environment UK Ltd	Track	2019-07-10 00:00:00	151425.11
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-07-20 00:00:00	26754.58
AECOM Ltd	Professional Services Direct	2019-07-20 00:00:00	46657.66
AECOM Ltd	Professional Services Direct	2019-07-20 00:00:00	458773.21
AECOM Ltd	Professional Services Direct	2019-07-20 00:00:00	98263.72
AECOM Ltd	Professional Services Direct	2019-07-20 00:00:00	43424.6
AECOM Ltd	General Civils	2019-07-20 00:00:00	171402.36
AECOM Ltd	General Civils	2019-07-20 00:00:00	42485.78
AECOM Ltd	General Civils	2019-07-20 00:00:00	41429.09
AECOM Ltd	General Civils	2019-07-20 00:00:00	25088.7
AECOM Ltd	General Civils	2019-07-20 00:00:00	25473.88
AECOM Ltd	General Civils	2019-07-20 00:00:00	81090.26
AM1 Projects Ltd	Electrification and Fixed Plant	2019-07-20 00:00:00	25510.13
