Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
July 2018			
Supplier Name	Category Family	Invoice GL Date	Spend
1Spatial Group Ltd	Information Technology	2018-07-20 00:00:00	277500
1Spatial Group Ltd	Information Technology	2018-07-22 00:00:00	73813
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-03 00:00:00	48678.91
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-17 00:00:00	30000
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-18 00:00:00	49510
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-31 00:00:00	27519.5
23red Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-03 00:00:00	47908.91
ABB Ltd	Electrification and Fixed Plant	2018-07-06 00:00:00	391225.11
ABB Ltd	Professional Services Direct	2018-07-27 00:00:00	37500
ABC Electrification Ltd	Electrification and Fixed Plant	2018-07-18 00:00:00	90000
ABC Electrification Ltd	Regulatory Charges	2018-07-24 00:00:00	85676.33
ABC Electrification Ltd	Electrification and Fixed Plant	2018-07-10 00:00:00	590248.43
ABC Electrification Ltd	Electrification and Fixed Plant	2018-07-09 00:00:00	1727839.12
ABC Electrification Ltd	Electrification and Fixed Plant	2018-07-18 00:00:00	248750.15
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-07-22 00:00:00	39761.11
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-17 00:00:00	66384.66
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-07-10 00:00:00	26742.57
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-07-22 00:00:00	44763.29
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-04 00:00:00	235424
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-07-22 00:00:00	30165.72
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-07-24 00:00:00	98629.09
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-07-16 00:00:00	67463.11
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-07-22 00:00:00	51390.78
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-05 00:00:00	30011.21
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-10 00:00:00	63634.58
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-05 00:00:00	371645.66
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-09 00:00:00	42432.36
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-09 00:00:00	195967.48
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-05 00:00:00	86287.96
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-05 00:00:00	48940.18
AECOM Infrastructure & Environment UK Ltd	General Civils	2018-07-22 00:00:00	147910
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-11 00:00:00	101000
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-03 00:00:00	58891.34
AECOM Infrastructure & Environment UK Ltd	Track	2018-07-04 00:00:00	119311
