Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
August 2019			
Supplier Name	Category Family	Invoice GL Date	Spend
ABB Ltd	Electrification and Fixed Plant	2019-08-06 00:00:00	1009190.13
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-08-17 00:00:00	111494.24
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	27095.64
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	32649.06
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	31906.8
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-02 00:00:00	35001.39
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-02 00:00:00	62445.83
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-02 00:00:00	40540.12
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	28660.8
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-08-17 00:00:00	55179.94
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-08-17 00:00:00	45000
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-05 00:00:00	43912.14
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-05 00:00:00	28001.17
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-05 00:00:00	34906.14
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	30791.1
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-06 00:00:00	149228.68
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-06 00:00:00	135349
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-08-17 00:00:00	29876
AECOM Infrastructure & Environment UK Ltd	Track	2019-08-06 00:00:00	96871.14
AECOM Ltd	Professional Services Direct	2019-08-17 00:00:00	385644.79
AECOM Ltd	General Civils	2019-08-17 00:00:00	345586.03
AECOM Ltd	General Civils	2019-08-17 00:00:00	43706.06
AECOM Ltd	Professional Services Direct	2019-08-17 00:00:00	147239.77
AECOM Ltd	Professional Services Direct	2019-08-17 00:00:00	27246.96
AECOM Ltd	Professional Services Direct	2019-08-17 00:00:00	39000
AECOM Ltd	General Civils	2019-08-17 00:00:00	32433.13
AMT-Sybex Ltd	Information Technology	2019-08-17 00:00:00	50884
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-08-17 00:00:00	202217.04
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-08-17 00:00:00	202217.64
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-08-17 00:00:00	30576.44
Abellio ScotRail Ltd	Regulatory Charges	2019-08-17 00:00:00	97287.19
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-08-17 00:00:00	290351.73
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-08-17 00:00:00	297982.87
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel	HR and Training	2019-08-17 00:00:00	356228.74
