Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
September 2018			
Supplier Name	Category Family	Invoice GL Date	Spend
1Spatial Group Ltd	Information Technology	2018-09-06 00:00:00	152593
ABB Ltd	Electrification and Fixed Plant	2018-09-18 00:00:00	35326
ABB Ltd	Electrification and Fixed Plant	2018-09-18 00:00:00	25054.5
ABB Ltd	Plant and Tools	2018-09-16 00:00:00	32531.2
ABC Electrification Ltd	Electrification and Fixed Plant	2018-09-26 00:00:00	91973.03
ABC Electrification Ltd	Regulatory Charges	2018-09-13 00:00:00	85676.32
ABC Electrification Ltd	Electrification and Fixed Plant	2018-09-03 00:00:00	285786.53
ABC Electrification Ltd	Electrification and Fixed Plant	2018-09-03 00:00:00	3079223.05
ABC Electrification Ltd	Electrification and Fixed Plant	2018-09-04 00:00:00	165710.08
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-09-05 00:00:00	32781.42
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-11 00:00:00	859186.98
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-11 00:00:00	800136.32
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-09-04 00:00:00	29867.03
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-09-20 00:00:00	28234
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-06 00:00:00	76923
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2018-09-13 00:00:00	31768.83
AECOM Infrastructure & Environment UK Ltd	Land & Property Acquisitions (incl. Business Consultancy)	2018-09-12 00:00:00	65360.11
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-04 00:00:00	93846
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-05 00:00:00	60204.52
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-03 00:00:00	94450.3
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-28 00:00:00	31264
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-03 00:00:00	119567.14
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-03 00:00:00	85667.42
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-03 00:00:00	128552.31
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-05 00:00:00	104741.21
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-04 00:00:00	39077
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-05 00:00:00	32816.36
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-03 00:00:00	140574.4
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-28 00:00:00	150574.76
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-04 00:00:00	245964.11
AECOM Infrastructure & Environment UK Ltd	Track	2018-09-04 00:00:00	62217.46
AECOM Ltd	General Civils	2018-09-05 00:00:00	103868.74
AECOM Ltd	Professional Services Direct	2018-09-04 00:00:00	45129.74
AECOM Ltd	Professional Services Direct	2018-09-04 00:00:00	28793
AECOM Ltd	Professional Services Direct	2018-09-04 00:00:00	151465.77
AEG Power Solutions Ltd	Electrification and Fixed Plant	2018-09-05 00:00:00	34091.38
