Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3
			
			
			
Spend over £25,000			
Details of our periodic spend over £25,000			
June 2019			
Supplier Name	Category Family	Invoice GL Date	Spend
A D Modular Ltd	Plant and Tools	2019-06-22 00:00:00	48315
ABB Ltd	Electrification and Fixed Plant	2019-06-07 00:00:00	761021.84
ABB Ltd	Professional Services Direct	2019-06-22 00:00:00	26000
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	38118.87
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	32780.14
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	45530.73
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	76668.03
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	128130.56
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-11 00:00:00	133635.49
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-11 00:00:00	65461.37
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	28479.05
AECOM Infrastructure & Environment UK Ltd	General Civils	2019-06-22 00:00:00	132386
AECOM Infrastructure & Environment UK Ltd	Professional Services Direct	2019-06-22 00:00:00	29185.35
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-11 00:00:00	186679.35
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-14 00:00:00	236864.03
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-12 00:00:00	134638.4
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-12 00:00:00	31965.05
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-14 00:00:00	138809.45
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-11 00:00:00	55731.96
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-12 00:00:00	131462.91
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-13 00:00:00	224160.7
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-12 00:00:00	195338.41
AECOM Infrastructure & Environment UK Ltd	Track	2019-06-12 00:00:00	49416.96
AECOM Ltd	Professional Services Direct	2019-06-22 00:00:00	103669.2
AEG Power Solutions Ltd	Electrification and Fixed Plant	2019-06-22 00:00:00	25219
AEG Power Solutions Ltd	Plant and Tools	2019-06-22 00:00:00	44080
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-06-22 00:00:00	202217.04
APCOA Parking (UK) Ltd	Facilities - Soft Services	2019-06-22 00:00:00	139623.08
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-06-22 00:00:00	279016.13
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare	HR and Training	2019-06-22 00:00:00	335944.24
Abacus Lighting Ltd	Plant and Tools	2019-06-22 00:00:00	25008.5
Abellio East Anglia Ltd t/a Greater Anglia	Regulatory Charges	2019-06-22 00:00:00	222270.25
Abellio ScotRail Ltd	Regulatory Charges	2019-06-22 00:00:00	672181.32
Abellio ScotRail Ltd	Regulatory Charges	2019-06-22 00:00:00	179769.4
